Symbol,Description,Exchange
CEVA,Ceva Inc,NASDAQ
CEY,Victoryshares Emerging Market High Div Vol Wtd E,NASDAQ
CEZ,Victory EM Vol Wtd ETF,NASDAQ
CFA,Victory US 500 Vol ETF,NASDAQ
CFB,Crossfirst Bankshares Inc,NASDAQ
CFBI,Community First Bancshares Inc,NASDAQ
CFBK,Central Fed Cp,NASDAQ
CFFA,Cf Finance Acquisition Corp Cl A,NASDAQ
CFFAU,Cf Finance Acquisition Corp Unit,NASDAQ
CFFAW,Cf Finance Acquisition Corp WT,NASDAQ
CFFI,C&F Financial Corp,NASDAQ
CFFN,Capitol Fed Finl Inc,NASDAQ
CFMS,Conformis Inc CS,NASDAQ
CFO,Victory US 500 Ehnd Vol Wtd ETF,NASDAQ
CFRX,Contrafect,NASDAQ
CG,The Carlyle Group,NASDAQ
CGBD,Tcg Bdc Inc,NASDAQ
CGEN,Compugen Ltd,NASDAQ
CGIX,Cancer Genetics Inc,NASDAQ
CGNX,Cognex Cp,NASDAQ
CGO,Calamos Glb Ttl Rtn,NASDAQ
CHCI,Comstock Hldgs Cos,NASDAQ
CHCO,City Holding Company,NASDAQ
CHDN,Churchill Downs IN,NASDAQ
CHEF,The Chefs Warehouse,NASDAQ
CHEK,Check-Cap Ltd Ord,NASDAQ
CHEKW,Check-Cap Ltd A WT,NASDAQ
CHEKZ,Check-Cap Ltd Series C WT,NASDAQ
CHFS,Chf Solutions Inc,NASDAQ
CHI,Calamos Cv Opp & Inc,NASDAQ
CHKP,Check Point Software,NASDAQ
CHMA,Chiasma Inc,NASDAQ
CHMG,Chemung Financial Cp,NASDAQ
CHNA,Loncar China Biopharma ETF,NASDAQ
CHNG,Change Healthcare Inc,NASDAQ
CHNGU,Change Healthcare Inc Tangible Equity Units,NASDAQ
CHNR,China Natural Res,NASDAQ
CHRS,Coherus Bio,NASDAQ
CHRW,C.H. Robinson Ww,NASDAQ
CHSCL,CHS B Cum Pfd Srs 4,NASDAQ
CHSCM,CHS Pfd Clb Ser3,NASDAQ
CHSCN,CHS Inc Pfd B Srs 2,NASDAQ
CHSCO,CHS Inc Cl B Pfd,NASDAQ
CHSCP,CHS Inc,NASDAQ
CHTR,Charter Communicatio,NASDAQ
CHUY,Chuy's Holdings Inc,NASDAQ
CHW,Calamos Gbl Dyn Inc,NASDAQ
CHY,Calamos Cv & High IN,NASDAQ
CIBR,Nasdaq Cybersecurity ETF FT,NASDAQ
CID,Victory Intl HI Div Vol Wtd ETF,NASDAQ
CIDM,Cinedigm Corp,NASDAQ
CIFS,China Internet Nationwide Financial Services Inc,NASDAQ
CIGI,Colliers Intl Grp IN,NASDAQ
CIH,China Index Holdings Ltd.,NASDAQ
CIL,Victory Intl Vol Wtd ETF,NASDAQ
CINF,Cincinnati Financial,NASDAQ
CIVB,Civista Bncshrs,NASDAQ
CIVBP,Civista Bancshrs Dep,NASDAQ
CIZ,Victory Dev Enhd Vol Wtd ETF,NASDAQ
CIZN,Citizens Hldg Company,NASDAQ
CJJD,China Jojo Drugstore,NASDAQ
CKPT,Checkpoint Therapeutics Inc,NASDAQ
CLAR,Clarus Corp,NASDAQ
CLBK,Columbia Financial Inc,NASDAQ
CLBS,Caladrius Bio,NASDAQ
CLCT,Collectors Universe,NASDAQ
CLDB,Cortland Bncp Crtld Ohio,NASDAQ
CLDC,China Lending Corp,NASDAQ
CLDX,Celldex Therapeutics,NASDAQ
CLFD,Clearfield Inc,NASDAQ
CLGN,Collplant Biotechnologies Ltd.,NASDAQ
CLIR,Clearsign Combustion,NASDAQ
CLLS,Cellectis S.A. ADR,NASDAQ
CLMT,Calumet Specialty Pr,NASDAQ
CLNE,Clean Energy Fuels,NASDAQ
CLOU,Global X Cloud Computing ETF,NASDAQ
CLPS,Clps Incorp,NASDAQ
CLRB,Cellectar Biosc,NASDAQ
CLRBZ,Cellectar Bio Sra WT,NASDAQ
CLRG,IQ Chaikin U.S. Large Cap ETF,NASDAQ
CLRO,Clearone Inc,NASDAQ
CLSD,Clearside Biomedi,NASDAQ
CLSN,Celsion Corp,NASDAQ
CLUB,Town Sports International,NASDAQ
CLVS,Clovis Oncology Inc,NASDAQ
CLWT,Euro Tech Hldg,NASDAQ
CLXT,Calyxt Inc,NASDAQ
CMBM,Cambium Networks Corp,NASDAQ
CMCO,Columbus Mckinnon,NASDAQ
CMCSA,Comcast Corp A,NASDAQ
CMCT,Cim Commercial TR Cp,NASDAQ
CMCTP,Cim Commercial Trust Corp Series L,NASDAQ
CME,CME Group Inc,NASDAQ
CMFN,Cm Finance,NASDAQ
CMFNL,Cm Finance Inc 6.125% Notes Due 2023,NASDAQ
CMLS,Cumulus Media Inc Cl A,NASDAQ
CMPR,Cimpress N.V. Ord,NASDAQ
CMRX,Chimerix Inc,NASDAQ
CMTL,Comtech Telecom Company,NASDAQ
CNAC,Constellation Alpha Capital Corp Ordinary Share,NASDAQ
CNACR,Constellation Alpha Capital Corp Right,NASDAQ
CNACW,Constellation Alpha Capital Corp Warrant,NASDAQ
CNAT,Conatus Pharmaceutic,NASDAQ
CNBKA,Century Bancorp Inc,NASDAQ
CNCE,Concert Pharmaceutic,NASDAQ
CNCR,Loncar Cancer Immunotherapy ETF,NASDAQ
CNET,Chinanet Online Hldg,NASDAQ
CNFR,Conifer Holdings,NASDAQ
CNFRL,Conifer Holdings Inc 6.75% Senior Unsecured No,NASDAQ
CNMD,C O N M E D Cp,NASDAQ
CNOB,Connectone Bancorp,NASDAQ
CNSL,Consolidated Communications Holdings Inc,NASDAQ
CNST,Constellation Pharmaceuticals Inc,NASDAQ
CNTF,China Techfaith Wire,NASDAQ
CNTY,Century Casinos IN,NASDAQ
CNXN,PC Connection Inc,NASDAQ
COCP,Cocrystal Pharma Inc,NASDAQ
CODA,Coda Octopus Group,NASDAQ
CODX,Co-Diagnostics Inc,NASDAQ
COHR,Coherent Inc,NASDAQ
COHU,Cohu Inc,NASDAQ
COKE,Coca Cola Bot Cons,NASDAQ
COLB,Columbia Banking Sys,NASDAQ
COLL,Collegium Pharma,NASDAQ
COLM,Columbia Sprtswr,NASDAQ
COMM,Commscope Holding Company,NASDAQ
COMT,Commodities Select Strategy Ishares ETF,NASDAQ
CONE,Cyrusone Inc,NASDAQ
CONN,Conn's Inc,NASDAQ
COOP,Mr.Cooper Group Inc,NASDAQ
CORE,Core Mark Holding,NASDAQ
CORT,Corcept Therapeutics,NASDAQ
CORV,Correvio Pharma Corp,NASDAQ
COST,Costco Wholesale,NASDAQ
COUP,Coupa Software Inc,NASDAQ
COWN,Cowen Group Inc,NASDAQ
COWNL,Cowen Inc 7.75% Senior Notes Due 2033,NASDAQ
COWNZ,Cowen Inc 7.35% Senior Notes Due 2027,NASDAQ
CPAA,Conyers Park II Acquisition Corp Cl A,NASDAQ
CPAAU,Conyers Park II Acquisition Corp. Unit,NASDAQ
CPAAW,Conyers Park Acquisition Corp. WT,NASDAQ
CPAH,Counterpath Corp,NASDAQ
CPHC,Canterbury Park Hl,NASDAQ
CPIX,Cumberland Pharmaceu,NASDAQ
CPLP,Capital Product Part,NASDAQ
CPRT,Copart Inc,NASDAQ
CPRX,Catalyst Pharm Inc,NASDAQ
CPSH,Cps Technologies,NASDAQ
CPSI,Computer Programs,NASDAQ
CPSS,Consumer Portfol,NASDAQ
CPST,Capstone Turbine Cp,NASDAQ
CPTA,Capitala Finance Crp,NASDAQ
CPTAG,Capitala Finance Corp 5.75% Convertible Notes D,NASDAQ
CPTAL,Capitala Finance Corp 6% Notes Due 2022,NASDAQ
CRAI,Cra International,NASDAQ
CRAY,Cray Inc,NASDAQ
CRBP,Corbus Pharma,NASDAQ
CREE,Cree Inc,NASDAQ
CREG,China Recycling Ener,NASDAQ
CRESY,Cresud Sacif ADR,NASDAQ
CREX,Creative Realities Inc,NASDAQ
CREXW,Creative Realities Inc,NASDAQ
CRIS,Curis Inc,NASDAQ
CRMT,America's Car-Mart,NASDAQ
CRNCV,Cerence Inc,NASDAQ
CRNT,Ceragon Networks Ltd,NASDAQ
CRNX,Crinetics Pharmaceuticals Inc,NASDAQ
CRON,Cronos Group Inc,NASDAQ
CROX,Crocs Inc,NASDAQ
CRSA,Crescent Acquisition Corp Cl A,NASDAQ
CRSAU,Crescent Acquisition Corp Unit,NASDAQ
CRSAW,Crescent Acquisition Corp WT,NASDAQ
CRSP,Crispr Therapeutics Ag,NASDAQ
CRTO,Criteo S.A. Ads,NASDAQ
CRTX,Cortexyme Inc,NASDAQ
CRUS,Cirrus Logic Inc,NASDAQ
CRVL,Corvel Cp,NASDAQ
CRVS,Corvus Pharma Com,NASDAQ
CRWD,Crowdstrike Holdings Inc,NASDAQ
CRWS,Crown Crafts Inc,NASDAQ
CRZO,Carrizo Oil & Gas,NASDAQ
CSA,Victory US Smallcap Vol Wtd ETF,NASDAQ
CSB,Victory US Smallcap HI Div Vol Wtd ETF,NASDAQ
CSBR,Champions Oncolog,NASDAQ
CSCO,Cisco Systems Inc,NASDAQ
CSF,Victory US Disc Enhd Vol Wtd ETF,NASDAQ
CSFL,Centerstate Bank Corp,NASDAQ
CSGP,Costar Group Inc,NASDAQ
CSGS,C S G Sys Intl,NASDAQ
CSII,Cardiovascular Syst,NASDAQ
CSIQ,Canadian Solar Inc,NASDAQ
CSML,IQ Chaikin U.S. Small Cap ETF,NASDAQ
CSOD,Cornerstone Ondemand,NASDAQ
CSPI,C S P Inc,NASDAQ
CSQ,Calamos Strgc Ttl Rt,NASDAQ
CSSE,Chicken Soup For The Soul Entertainment Inc,NASDAQ
CSSEP,Chicken Soup For The Soul Entertainment Inc 9.,NASDAQ
CSTE,Caesarstone Sdot-Yam,NASDAQ
CSTL,Castle Biosciences Inc,NASDAQ
CSTR,Capstar Financial Holdings Inc,NASDAQ
CSWC,Capital Southwest,NASDAQ
CSWCL,Capital Southwest Corp 5.95% Notes Due 20,NASDAQ
CSWI,Csw Industrials Inc,NASDAQ
CSX,CSX Corp,NASDAQ
CTAC,Chaserg Technology Acquisition Corp Cl A,NASDAQ
CTACU,Chaserg Technology Acquisition Corp Unit,NASDAQ
CTACW,Chaserg Technology Acquisition Corp WT,NASDAQ
CTAS,Cintas Corp,NASDAQ
CTBI,Community TR Bancp,NASDAQ
CTG,Computer Task Gp Inc,NASDAQ
CTHR,Charles & Colvard,NASDAQ
CTIB,Cti Inds Corp,NASDAQ
CTIC,Cti Biopharm Corp,NASDAQ
CTMX,Cytomx Thera,NASDAQ
CTRC,Centric Brands Inc,NASDAQ
CTRE,Caretrust REIT Inc,NASDAQ
CTRM,Castor Maritime Inc,NASDAQ
CTRN,Citi Trends Inc,NASDAQ
CTRP,Ctrip.com Intl Ltd,NASDAQ
CTSH,Cognizant Tech Sol,NASDAQ
CTSO,Cytosorbents Cor,NASDAQ
CTWS,Conn Water Svcs IN,NASDAQ
CTXR,Citius Pharmaceuticals Inc,NASDAQ
CTXS,Citrix Systems Inc,NASDAQ
CUBA,Herzfeld Caribbean,NASDAQ
CUE,Cue Biopharma Inc,NASDAQ
CUI,Cui Global Inc,NASDAQ
CUR,Neuralstem Inc,NASDAQ
CUTR,Cutera Inc,NASDAQ
CVBF,Cvb Financial Corp,NASDAQ
CVCO,Cavco Inds Inc,NASDAQ
CVCY,Central Vly Cmty Bcp,NASDAQ
CVET,Covetrus Inc,NASDAQ
CVGI,Commercial Vehicle G,NASDAQ
CVGW,Calavo Growers Inc,NASDAQ
CVLT,Commvault Systems,NASDAQ
CVLY,Codorus Valley Bncp,NASDAQ
CVTI,Covenant Transportn,NASDAQ
CVV,CVD Equipment Corp,NASDAQ
CWBC,Community West Bncsh,NASDAQ
CWBR,Cohbar Inc,NASDAQ
CWCO,Cons Water Co. Inc,NASDAQ
CWST,Casella Waste Sys,NASDAQ
CXDC,China Xd Plastics Company,NASDAQ
CXSE,Wisdomtree China Ex-Cso Fund,NASDAQ
CY,Cypress Semiconductor,NASDAQ
CYAD,Celyad Sa Ads,NASDAQ
CYAN,Cyanotech Corp,NASDAQ
CYBE,Cyberoptics Cp,NASDAQ
CYBR,Cyberark Soft Ord,NASDAQ
CYCC,Cyclacel Pharmaceuti,NASDAQ
UWT,Velocity 3X Long Crude Oil,AMEX
UXI,Ultra Industrials Proshares,AMEX
UYG,Ultra Financials Proshares,AMEX
UYM,Ultra Basic Materials Proshares,AMEX
VALQ,American Century Stoxx U.S. Quality Value ETF,AMEX
VAMO,Cambria Value and Momentum ETF,AMEX
VAW,Materials ETF Vanguard,AMEX
VB,Smallcap ETF Vanguard,AMEX
VBK,Smallcap Growth ETF Vanguard,AMEX
VBND,Vident Core U.S. Bond Strategy Fund,AMEX
VBR,Smallcap Value ETF Vanguard,AMEX
VCF,Delaware Colorado Muni Income Fund Inc,AMEX
VCR,Consumer Disc ETF Vanguard,AMEX
VDC,Consumer Staples ETF Vanguard,AMEX
VDE,Energy ETF Vanguard,AMEX
VEA,FTSE Developed Markets Vanguard,AMEX
VEGA,Advisorshares Star Global Buy-Write ETF,AMEX
VEGI,Global Agriculture Prod Ishares MSCI ETF,AMEX
VEGN,US Vegan Climate Index,AMEX
VEU,FTSE All-World Ex-US ETF Vanguard,AMEX
VFH,Financial ETF Vanguard,AMEX
VFL,Delaware Florida Insured Muni,AMEX
VFLQ,U.S. Liquidity Factor Vanguard ETF,AMEX
VFMF,U.S. Multifactor Vanguard ETF,AMEX
VFMO,U.S. Momentum Factor Vanguard ETF,AMEX
VFMV,U.S. Minimum Volatility Vanguard ETF,AMEX
VFQY,U.S. Quality Factor Vanguard ETF,AMEX
VFVA,Wellington Fund Vanguard ETF,AMEX
VGFO,Virtus Wmc Global Factor Opportunities ETF,AMEX
VGK,Europe ETF FTSE Vanguard,AMEX
VGT,Information Technology ETF Vanguard,AMEX
VGZ,Vista Gold Corp,AMEX
VHC,Virnetx Holding Corp,AMEX
VHT,Healthcare ETF Vanguard,AMEX
VIDG,Defiance Next Gen Video Gaming ETF,AMEX
VIDI,Vident Intl Equity Fund,AMEX
VIG,Dividend Appreciation ETF Vanguard,AMEX
VIOG,S&P Smallcap 600 Growth Vanguard,AMEX
VIOO,S&P Smallcap 600 Index Vanguard,AMEX
VIOV,S&P Smallcap 600 Value Vanguard,AMEX
VIS,Industrials ETF Vanguard,AMEX
VISI,Volt Information Services Inc,AMEX
VIXM,VIX Mid-Term Futures Proshares,AMEX
VIXY,VIX Short-Term Futures Proshares,AMEX
VKI,Invesco Advantage Muni Income Trust II,AMEX
VLU,S&P 1500 Value Tilt ETF SPDR,AMEX
VLUE,USA Value Factor Ishares Edge MSCI ETF,AMEX
VMM,Delaware Minnesota Muni II,AMEX
VMOT,Alpha Architect Value Momentum Trend ETF,AMEX
VNLA,Janus Short Duration Income ETF,AMEX
VNM,Vietnam Vaneck ETF,AMEX
VNQ,Real Estate Vanguard ETF,AMEX
VNRX,Volitionrx Ltd,AMEX
VO,Midcap ETF Vanguard,AMEX
VOE,Midcap Value ETF Vanguard,AMEX
VOLT,Volt Information Services Inc,AMEX
VOO,S&P 500 ETF Vanguard,AMEX
VOOG,S&P 500 Growth ETF Vanguard,AMEX
VOOV,S&P 500 Value ETF Vanguard,AMEX
VOT,Midcap Growth ETF Vanguard,AMEX
VOX,Telecom Services ETF Vanguard,AMEX
VPC,Virtus Private Credit Strategy ETF,AMEX
VPL,Pacific ETF FTSE Vanguard,AMEX
VPU,Utilities ETF Vanguard,AMEX
VQT,S&P 500 Dynamic Veqtor ETN Barclays,AMEX
VRAI,Virtus Real Asset Income ETF,AMEX
VRP,Variable Rate Preferred Invesco ETF,AMEX
VSGX,ESG International Stock Vanguard ETF,AMEX
VSL,Volshares Large Cap ETF,AMEX
VSS,FTSE All-World Ex-US Smcp Idx ETF Vanguard,AMEX
VT,Total World Stock Index ETF Vanguard,AMEX
VTEB,Tax-Exempt Bond Vanguard,AMEX
VTI,Total Stock Market ETF Vanguard,AMEX
VTV,Value ETF Vanguard,AMEX
VUG,Growth ETF Vanguard,AMEX
VUSE,Vident Core US Equity,AMEX
VV,Largecap ETF Vanguard,AMEX
VWO,Emrg Mkts ETF MSCI Vanguard,AMEX
VXF,Extended Market Index ETF Vanguard,AMEX
VXX,Ipath.B S&P 500 VIX Short-Term Futures ETN,AMEX
VXZ,Ipath S&P 500 VIX Mid-Term Futures ETN,AMEX
VYM,High Dividend Yield Vanguard ETF,AMEX
WANT,Direxion Daily Consumer Discretionary Bull 3X Sh,AMEX
WBAL,Wisdomtree Balanced Income Fund,AMEX
WBIA,WBI Smg Growth Shares,AMEX
WBIB,WBI Smg Value Shares,AMEX
WBIC,WBI Smg Yield Shares,AMEX
WBID,WBI Smg Select Shares,AMEX
WBIE,WBI Largecap Growth Shares,AMEX
WBIF,WBI Largecap Value Shares,AMEX
WBIG,WBI Largecap Growth Shares,AMEX
WBII,WBI Income Shares,AMEX
WBIL,WBI Largecap Select Shares,AMEX
WBIN,WBI Bullbear Trend Switch US Total Return ETF,AMEX
WBIT,Absolute Shares Trust WBI Bullbear Trend Switch,AMEX
WBIY,WBI Largecap Yield Shares,AMEX
WCHN,Wisdomtree Icbccs S& P China 500 Fund,AMEX
WDIV,S&P Global Dividend SPDR,AMEX
WDRW,Direxion Regional Banks Bear 3X,AMEX
WEAT,Teucrium Wheat,AMEX
WFHY,Wisdomtree US HI Yld Corp Bond Fundamental,AMEX
WFIG,Wisdomtree US Corp Bond Fundamental,AMEX
WIL,Barclays Women IN Leadership ETF,AMEX
WIP,DB Intl Govt Infl-Protected Bond SPDR,AMEX
WLDR,Affinity World Leaders Equity ETF,AMEX
WOMN,Impact Shares Ywca Women's Empowerment ETF,AMEX
WPS,Intl Devd Property Ishares ETF,AMEX
WRN,Western Copper Corp,AMEX
WTID,Crude Daily -3X Inverse Proshares,AMEX
WTIU,Crude Daily 3X Long Proshares,AMEX
WTMF,Wisdomtree Managed Futures Strategy Fund,AMEX
WTT,Wireless Telecom Group Inc,AMEX
WYY,Widepoint Corp,AMEX
XAR,S&P Aerospace & Defense SPDR,AMEX
XBI,S&P Biotech SPDR,AMEX
XBUY,Amplify International Online Retail ETF,AMEX
XCEM,Columbia EM Core Ex-China ETF,AMEX
XCOM,Proshares Ultra Comm. Services Select Sector,AMEX
XDIV,U.S. Equity Ex-Dividend Fund Series 2027 Shares,AMEX
XES,S&P Oil & Gas Eqpt & Services SPDR,AMEX
XHB,S&P Homebuilders SPDR,AMEX
XHE,S&P Healthcare Equipment SPDR,AMEX
XHS,S&P Healthcare Services SPDR,AMEX
XITK,Factset Innovative Technology SPDR,AMEX
XLB,S&P 500 Materials Sector SPDR,AMEX
XLC,S&P 500 Communication Sector SPDR,AMEX
XLE,S&P 500 Energy Sector SPDR,AMEX
XLEY,Cushing Energy & MLP ETF,AMEX
XLF,S&P 500 Financials Sector SPDR,AMEX
XLG,S&P 500 Top 50 Invesco ETF,AMEX
XLI,S&P 500 Industrial Sector SPDR,AMEX
XLK,S&P 500 Info Tech Sector SPDR,AMEX
XLP,S&P 500 Cons Staples Sector SPDR,AMEX
XLRE,S&P 500 Real Estate Sector SPDR,AMEX
XLSR,SPDR SSGA U.S. Sector Rotation ETF,AMEX
XLSY,Cushing Energy Supply Chain & MLP ETF,AMEX
XLTY,Cushing Transportation & MLP ETF,AMEX
XLU,S&P 500 Utilities Sector SPDR,AMEX
XLUY,Cushing Utility & MLP ETF,AMEX
XLV,S&P 500 Healthcare Sector SPDR,AMEX
XLY,S&P 500 Cons Disc Sector SPDR,AMEX
XME,S&P Metals & Mining SPDR,AMEX
XMHQ,Invesco S&P Midcap Quality ETF,AMEX
XMLV,S&P Midcap Low Vol Invesco ETF,AMEX
XMMO,Invesco S&P Midcap Momentum ETF,AMEX
XMPT,CEF Municipal Income ETF Vaneck,AMEX
XMVM,Invesco S&P Midcap Value With Momentum ETF,AMEX
XMX,Wisdomtree Global Ex-Mexico Equity Fund,AMEX
XNTK,SPDR Series Trust,AMEX
XOP,S&P Oil & Gas Expl & Prod SPDR,AMEX
XPH,S&P Pharmaceuticals SPDR,AMEX
XPL,Solitario Zinc Corp,AMEX
XPP,Ultra FTSE China 25 Proshares,AMEX
XRLV,S&P 500 Ex-Rate Sensitive Low Vol Invesco ETF,AMEX
XRT,S&P Retail SPDR,AMEX
XSD,S&P Semiconductor SPDR,AMEX
XSHD,S&P Smallcap High Dividend Low Vol Invesco ETF,AMEX
XSHQ,S&P Smallcap Quality Invesco ETF,AMEX
XSLV,S&P Smallcap Low Vol Invesco ETF,AMEX
XSMO,Invesco S&P Smallcap Momentum ETF,AMEX
XSOE,Wisdomtree EM Ex-Soe Fund,AMEX
XSVM,Invesco S&P Smallcap Value With Momentum ETF,AMEX
XSW,S&P Software & Srvs ETF SPDR,AMEX
XTH,S&P Tech Hardware Et SPDR,AMEX
XTL,S&P 500 Telecom Sector SPDR,AMEX
XTN,S&P Transportation SPDR,AMEX
XTNT,Xtant Medical Holdings Inc,AMEX
XVZ,Ipath S&P 500 Dynamic VIX ETN,AMEX
XWEB,S&P Internet ETF SPDR,AMEX
XXII,22nd Century Group Inc,AMEX
YANG,Direxion FTSE China Bear 3X,AMEX
YCBD,Cbdmd Inc,AMEX
YCL,Ultra Yen Proshares,AMEX
YCOM,PS Ultrashort Comm Services Select Sector,AMEX
YCS,Ultrashort Yen Proshares,AMEX
YGRN,Microsectors -1X U.S. Big Oil Index ETN,AMEX
YINN,Direxion FTSE China Bull 3X,AMEX
YLD,Principal Edge Active Income ETF,AMEX
YMLI,High Income Infrastructure MLP Fund Vaneck,AMEX
YMLP,High Income MLP ETF Yorkville,AMEX
YOLO,Advisorshares Pure Cannabis ETF,AMEX
YUMA,Yuma Energy Inc,AMEX
YXI,China 25 Short Proshares,AMEX
YYY,Yieldshares High Income ETF,AMEX
ZCAN,SPDR Solactive Canada ETF,AMEX
ZDEU,SPDR Solactive Germany ETF,AMEX
ZDGE,Zedge Inc Cl B,AMEX
ZGBR,SPDR Solactive United Kingdom ETF,AMEX
ZHOK,SPDR Solactive Hong Kong ETF,AMEX
ZIG,The Acquirers Fund,AMEX
ZJPN,SPDR Solactive Japan ETF,AMEX
ZMLP,Direxion Zacks MLP High Income ETF,AMEX
ZOM,Zomedica Pharmaceuticals Corp,AMEX
ZROZ,25+ Year Zero Cpn U.S. Trsy Idx ETF Pimco,AMEX
ZSL,Ultrashort Silver Proshares,AMEX
CYCCP,Cyclacel Pharmaceuti,NASDAQ
CYCN,Cyclerion Therapeutics Inc,NASDAQ
CYOU,Changyou.com Ltd,NASDAQ
CYRN,Cyren Ltd,NASDAQ
CYRX,Cryoport Inc,NASDAQ
CYRXW,Cryoport Inc Wts,NASDAQ
CYTK,Cytokinetics,NASDAQ
CZNC,Citizens Nrthn Cp,NASDAQ
CZR,Caesars Entertainment Corp,NASDAQ
CZWI,Citizens Community,NASDAQ
DAIO,Data I O Cp,NASDAQ
DAKT,Daktronics Inc,NASDAQ
DALI,First Trust Dorseywright Dali 1 ETF,NASDAQ
DARE,Dare Bioscience Inc,NASDAQ
DAVE,Famous Daves of Am,NASDAQ
DAX,DAX Germany ETF,NASDAQ
DBVT,Dbv Technologies Ads,NASDAQ
DBX,Dropbox Inc,NASDAQ
DCAR,Dropcar Inc,NASDAQ
DCIX,Diana Containerships Inc,NASDAQ
DCOM,Dime Community Bncsh,NASDAQ
DCPH,Deciphera Pharmaceuticals Inc,NASDAQ
DDIV,First Trust High Income ETF,NASDAQ
DDMX,Dd3 Acquisition Corp,NASDAQ
DDMXU,Dd3 Acquisition Corp Units,NASDAQ
DDMXW,Dd3 Acquisition Corp WT,NASDAQ
DDOG,NULL,NASDAQ
DEAC,Diamond Eagle Acquisition Cl A,NASDAQ
DEACU,Diamond Eagle Acquisition Corp. Unit,NASDAQ
DEACW,Diamond Eagle Acquisition Corp WT,NASDAQ
DENN,Dennys Corp,NASDAQ
DERM,Dermira Inc,NASDAQ
DEST,Destination Maternty,NASDAQ
DFBH,Dfb Healthcare Acquisitions Corp,NASDAQ
DFBHU,Dfb Healthcare Acquisitions Corp Unit,NASDAQ
DFBHW,Dfb Healthcare Acquisitions Corp WT,NASDAQ
DFFN,Diffusion Pharmaceuticals Inc,NASDAQ
DFNL,Davis Select Financial ETF,NASDAQ
DFRG,Del Frisco's Restrnt,NASDAQ
DGICA,Donegal Group Cl A,NASDAQ
DGICB,Donegal Group Cl B,NASDAQ
DGII,Digi Intl Inc,NASDAQ
DGLD,VS 3X Inv Gold,NASDAQ
DGLY,Digital Ally Inc,NASDAQ
DGRE,Wisdomtree EM Quality Divd Growth Fund,NASDAQ
DGRS,Wisdomtree US Smallcap Quality Dvid Fund,NASDAQ
DGRW,Wisdomtree US Quality Divd Fund,NASDAQ
DHIL,Diamond Hill Inv,NASDAQ
DHXM,Dhx Media Varbl Vtg,NASDAQ
DINT,Davis Select International ETF,NASDAQ
DIOD,Diodes Inc,NASDAQ
DISCA,Discovery Comm A,NASDAQ
DISCB,Discovery Comm B,NASDAQ
DISCK,Discovery Comm Inc,NASDAQ
DISH,Dish Network Corp,NASDAQ
DISHV,Dish Network Corp Cl A,NASDAQ
DJCO,Daily Journal Cp,NASDAQ
DLHC,Dlh Holdings Corp,NASDAQ
DLPN,Dolphin Entertainment Inc,NASDAQ
DLTH,Duluth Hldg Cl B,NASDAQ
DLTR,Dollar Tree Inc,NASDAQ
DMAC,Diamedica Therapeutics Inc,NASDAQ
DMLP,Dorchester Minls,NASDAQ
DMPI,Delmar Pharmaceuticals Inc,NASDAQ
DMRC,Digimarc Corp,NASDAQ
DMTK,Dermtech Inc,NASDAQ
DMTKW,Dermtech Inc WT,NASDAQ
DNBF,Dnb Finl Corp,NASDAQ
DNJR,Golden Bull Ltd,NASDAQ
DNKN,Dunkin' Brands Group,NASDAQ
DNLI,Denali Therapeutics Inc,NASDAQ
DOCU,Docusign Inc,NASDAQ
DOGZ,Dogness Corp Cl A,NASDAQ
DOMO,Domo Inc Cl B,NASDAQ
DOOO,Brp Inc,NASDAQ
DORM,Dorman Products Inc,NASDAQ
DOVA,Dova Pharmaceuticals Inc,NASDAQ
DOX,Amdocs Ltd Ord,NASDAQ
DOYU,Douyu International Holdings Ltd Ads,NASDAQ
DPHC,Diamondpeak Holdings Corp Cl A,NASDAQ
DPHCU,Diamondpeak Holdings Corp Units,NASDAQ
DPHCW,Diamondpeak Holdings Corp Wt6,NASDAQ
DRAD,Digirad Corp,NASDAQ
DRADP,Digirad Corporation Series A Cumulative Perpetua,NASDAQ
DRIO,Labstyle Innovat,NASDAQ
DRIOW,Labstyle Innovati WT,NASDAQ
DRIV,Global X Autonomous & Electric Vehicles ETF,NASDAQ
DRNA,Dicerna Pharmaceutic,NASDAQ
DRRX,Durect Corp,NASDAQ
DRYS,Dryships Inc,NASDAQ
DSGX,Descartes Sys Group,NASDAQ
DSKE,Daseke Inc,NASDAQ
DSKEW,Daseke Inc,NASDAQ
DSLV,VS 3X Inv Silver,NASDAQ
DSPG,D S P Group Inc,NASDAQ
DSWL,Deswell Inds Inc,NASDAQ
DTEA,Davidstea Inc,NASDAQ
DTIL,Precision Biosciences Inc,NASDAQ
DTSS,Datasea Inc,NASDAQ
DUSA,Davis Select USA ETF,NASDAQ
DVAX,Dynavax Technologies,NASDAQ
DVCR,Diversicare Healthca,NASDAQ
DVLU,First Trust Momentum & Value ETF,NASDAQ
DVOL,First Trust Momentum & Low Volatility ETF,NASDAQ
DVY,Select Dividend Ishares ETF,NASDAQ
DWAQ,DWA Nasdaq Momentum Invesco ETF,NASDAQ
DWAS,DWA Smallcap Momentum Invesco ETF,NASDAQ
DWAT,Arrow DWA Tactic ETF,NASDAQ
DWCR,Arrow DWA Country Rotation ETF,NASDAQ
DWFI,DW Fixed Income Allocation ETF SPDR,NASDAQ
